經度,緯度,八小時平均值差值(ppb),背景模擬濃度(ppb),增量後模擬濃度(ppb)
120.73663,21.940887,0.001293182373046875,44.73,44.73
120.76672,21.940735,0.00048828125,37.02,37.02
120.79678,21.940582,0.00045013427734375,37.82,37.82
120.82684,21.940392,0.000385284423828125,37.15,37.15
120.8569,21.940247,0.000324249267578125,37.86,37.86
120.88696,21.940048,0.000270843505859375,53.94,53.94
120.91705,21.939857,0.0002593994140625,53.9,53.9
120.94711,21.93966,0.000240325927734375,53.81,53.81
120.97717,21.939468,0.000213623046875,41.74,41.74
121.00726,21.939262,0.000247955322265625,53.46,53.46
121.03729,21.939064,0.0002593994140625,53.24,53.24
121.06738,21.938828,0.000247955322265625,53.06,53.06
121.09744,21.938606,0.000263214111328125,52.92,52.92
121.1275,21.93837,0.000244140625,52.79,52.79
121.15756,21.93814,0.000217437744140625,52.69,52.69
121.18762,21.937904,0.000179290771484375,52.61,52.61
121.21771,21.93763,0.00014495849609375,52.8,52.8
121.24777,21.93737,0.000118255615234375,52.68,52.68
121.27783,21.937126,0.00011444091796875,52.48,52.48
121.30789,21.936836,0.0001068115234375,40.36,40.36
121.33795,21.93657,0.000102996826171875,40.23,40.23
121.36804,21.936295,9.918212890625e-05,40.04,40.04
121.3981,21.936005,9.1552734375e-05,50.72,50.72
121.42816,21.935715,8.7738037109375e-05,51.14,51.14
121.45822,21.93541,8.392333984375e-05,50.95,50.95
121.48828,21.935104,6.866455078125e-05,50.26,50.26
121.51834,21.934792,5.340576171875e-05,50.15,50.15
121.5484,21.934486,4.9591064453125e-05,51.15,51.15
121.57849,21.93415,5.340576171875e-05,51.01,51.01
121.60855,21.933815,4.1961669921875e-05,43.15,43.15
121.63861,21.933472,3.0517578125e-05,43.17,43.17
121.66867,21.933128,2.6702880859375e-05,43.4,43.4
121.69873,21.932793,2.288818359375e-05,48.71,48.71
121.72879,21.932426,1.9073486328125e-05,53.46,53.46
121.75885,21.932068,1.9073486328125e-05,48.83,48.83
121.78891,21.931694,1.52587890625e-05,52.78,52.78
121.81897,21.93132,1.1444091796875e-05,43.29,43.29
121.84906,21.930939,7.62939453125e-06,33.45,33.45
121.87909,21.930557,7.62939453125e-06,47.64,47.64
121.90918,21.930153,7.62939453125e-06,45.52,45.52
121.93921,21.929756,7.62939453125e-06,35.95,35.95
121.9693,21.929352,7.62939453125e-06,48.22,48.22
121.99936,21.92894,7.62939453125e-06,32.02,32.02
122.02942,21.928505,7.62939453125e-06,52.21,52.21
119.29324,21.968933,0.005092620849609375,54.97,54.97
119.32333,21.96907,0.005207061767578125,55.32,55.33
119.35339,21.969208,0.00530242919921875,55.74,55.74
119.383484,21.969353,0.00537872314453125,56.18,56.18
119.41354,21.969475,0.005474090576171875,56.7,56.71
119.4436,21.969597,0.0055999755859375,55.16,55.17
119.473694,21.969711,0.00579071044921875,55.81,55.81
119.503784,21.969818,0.005939483642578125,56.63,56.63
119.533844,21.969902,0.006061553955078125,57.48,57.49
119.5639,21.970009,0.00612640380859375,58.32,58.33
119.593994,21.970093,0.006122589111328125,59.05,59.05
119.624084,21.970177,0.006103515625,59.68,59.68
119.654144,21.970238,0.006160736083984375,60.29,60.3
119.684204,21.970314,0.006748199462890625,50.67,50.67
119.714294,21.970367,0.007892608642578125,51.56,51.57
119.744354,21.970444,0.009021759033203125,52.56,52.57
119.774445,21.97049,0.010166168212890625,53.73,53.74
119.804504,21.970528,0.011257171630859375,54.95,54.97
119.834595,21.970573,0.010768890380859375,54.02,54.03
119.864655,21.970604,0.011043548583984375,53.93,53.94
119.894745,21.97062,0.010986328125,53.79,53.8
119.924805,21.970642,0.01203155517578125,72.29,72.3
119.954895,21.970657,0.01324462890625,72.86,72.87
119.984955,21.970657,0.01416015625,72.78,72.79
120.015015,21.970657,0.0138397216796875,72.02,72.03
120.045105,21.970657,0.01360321044921875,71.17,71.18
120.075195,21.970642,0.0129241943359375,70.28,70.3
120.105255,21.97062,0.0128936767578125,60.27,60.28
120.135315,21.970604,0.013835906982421875,56.6,56.61
120.165405,21.970573,0.01433563232421875,58.17,58.19
120.195496,21.970528,0.01425933837890625,59.41,59.43
120.225555,21.97049,0.014148712158203125,60.22,60.23
120.255615,21.970444,0.015106201171875,62.34,62.36
120.285706,21.970367,0.01654052734375,72.59,72.6
120.315765,21.970314,0.01767730712890625,72.57,72.59
120.345856,21.970238,0.0181121826171875,71.38,71.4
120.375916,21.970177,0.01796722412109375,68.33,68.35
120.406006,21.970093,0.01763916015625,66.91,66.93
120.436066,21.970009,0.0118255615234375,64.72,64.73
120.466156,21.969902,0.01305389404296875,60.65,60.66
120.496216,21.969818,0.01419830322265625,60.26,60.27
120.526306,21.969711,0.01372528076171875,63.99,64.0
120.556366,21.969597,0.01226806640625,63.45,63.46
120.586426,21.969475,0.009975433349609375,61.35,61.36
120.616516,21.969353,0.00792694091796875,58.67,58.68
120.64661,21.969208,0.005817413330078125,55.62,55.63
120.67667,21.96907,0.0059356689453125,69.37,69.38
120.706726,21.968933,0.0030364990234375,53.53,53.53
120.73682,21.968773,0.001667022705078125,60.3,60.3
120.76688,21.968636,0.00057220458984375,38.35,38.36
120.79697,21.968468,0.000537872314453125,37.64,37.64
120.82703,21.9683,0.000453948974609375,36.65,36.65
120.85712,21.968132,0.000354766845703125,37.32,37.33
120.88718,21.967934,0.00029754638671875,42.82,42.82
120.91724,21.96775,0.000270843505859375,53.93,53.93
120.94733,21.96756,0.000247955322265625,53.89,53.89
120.97739,21.967361,0.000244140625,53.8,53.8
121.00748,21.967133,0.00020599365234375,53.61,53.61
121.03754,21.966942,0.000202178955078125,53.37,53.37
121.06763,21.966728,0.00020599365234375,53.2,53.2
121.09769,21.966492,0.000232696533203125,53.07,53.07
121.12775,21.966263,0.000232696533203125,52.93,52.93
121.15784,21.966026,0.000194549560546875,52.8,52.8
121.1879,21.96579,0.000164031982421875,52.72,52.72
121.21799,21.96553,0.00014495849609375,52.84,52.84
121.24805,21.965263,0.00012969970703125,52.74,52.74
121.27814,21.965012,0.000118255615234375,52.6,52.6
121.3082,21.964737,0.0001068115234375,40.49,40.49
121.33826,21.964455,0.000102996826171875,40.32,40.32
121.36835,21.96418,9.918212890625e-05,40.18,40.18
121.39841,21.963898,9.1552734375e-05,40.01,40.01
121.42847,21.963608,8.392333984375e-05,51.86,51.86
121.45856,21.963303,8.0108642578125e-05,51.64,51.64
121.48862,21.96299,7.2479248046875e-05,51.44,51.44
121.51868,21.96267,6.103515625e-05,50.75,50.75
121.54877,21.962364,5.340576171875e-05,42.98,42.98
121.57883,21.962036,4.9591064453125e-05,51.06,51.06
121.60889,21.961693,3.4332275390625e-05,49.34,49.34
121.63898,21.96138,3.4332275390625e-05,48.74,48.74
121.66904,21.961021,2.6702880859375e-05,54.19,54.19
121.6991,21.96067,2.288818359375e-05,50.3,50.3
121.72919,21.960312,1.52587890625e-05,42.98,42.98
121.75925,21.959953,1.52587890625e-05,48.78,48.78
121.78931,21.959587,1.9073486328125e-05,49.68,49.68
121.8194,21.959213,1.1444091796875e-05,52.69,52.69
121.84946,21.958824,1.1444091796875e-05,48.82,48.82
121.87952,21.958427,7.62939453125e-06,43.81,43.81
121.90961,21.958038,7.62939453125e-06,48.75,48.75
121.93967,21.95765,7.62939453125e-06,43.96,43.96
121.96973,21.957222,7.62939453125e-06,39.0,39.0
121.99982,21.956818,7.62939453125e-06,38.81,38.81
122.02988,21.95639,7.62939453125e-06,46.19,46.19
119.29309,21.996819,0.004901885986328125,54.44,54.44
119.32318,21.996971,0.00506591796875,55.22,55.23
119.35327,21.997093,0.005199432373046875,56.05,56.06
119.38333,21.997238,0.005275726318359375,55.62,55.63
119.41342,21.997368,0.00537872314453125,54.22,54.22
119.44348,21.997482,0.005496978759765625,54.57,54.58
119.47357,21.99759,0.005626678466796875,55.02,55.02
119.50366,21.997711,0.005802154541015625,55.68,55.68
119.53375,21.99781,0.00598907470703125,56.5,56.5
119.56381,21.997887,0.006130218505859375,57.4,57.4
119.5939,21.99797,0.006229400634765625,58.27,58.28
119.62396,21.99807,0.006214141845703125,59.06,59.06
119.65405,21.998138,0.00620269775390625,59.71,59.71
119.68414,21.998207,0.00624847412109375,60.33,60.34
119.71423,21.998268,0.0071868896484375,51.02,51.03
119.74432,21.998337,0.00824737548828125,51.94,51.94
119.77438,21.998367,0.009365081787109375,53.03,53.04
119.804474,21.998428,0.01056671142578125,54.26,54.28
119.83453,21.998466,0.0116424560546875,55.52,55.53
119.864624,21.998505,0.011966705322265625,60.88,60.89
119.894714,21.998505,0.010990142822265625,54.04,54.05
119.924805,21.998543,0.010986328125,53.98,53.99
119.954865,21.998558,0.01195526123046875,72.28,72.29
119.984955,21.998558,0.01282501220703125,72.68,72.69
120.015045,21.998558,0.0137939453125,72.45,72.46
120.045105,21.998558,0.013397216796875,71.57,71.59
120.075195,21.998543,0.01332855224609375,70.79,70.81
120.105286,21.998505,0.012969970703125,70.07,70.08
120.135376,21.998505,0.01377105712890625,67.57,67.59
120.165436,21.998466,0.01305389404296875,67.35,67.36
120.195526,21.998428,0.0131683349609375,66.26,66.27
120.225586,21.998367,0.013397216796875,58.14,58.16
120.25568,21.998337,0.013336181640625,60.74,60.75
120.28577,21.998268,0.0157623291015625,62.96,62.98
120.31586,21.998207,0.01767730712890625,72.63,72.65
120.34595,21.998138,0.01822662353515625,71.55,71.57
120.37601,21.99807,0.01824951171875,68.57,68.59
120.4061,21.99797,0.017791748046875,66.81,66.83
120.43616,21.997887,0.01671600341796875,65.04,65.06
120.46625,21.99781,0.012813568115234375,60.49,60.5
120.49634,21.997711,0.013881683349609375,60.0,60.02
120.52643,21.99759,0.01371002197265625,62.03,62.04
120.55649,21.997482,0.012378692626953125,62.03,62.04
120.58658,21.997368,0.010120391845703125,60.62,60.63
120.61664,21.997238,0.008747100830078125,59.5,59.51
120.64673,21.997093,0.006317138671875,56.41,56.41
120.67682,21.996971,0.00672149658203125,71.58,71.59
120.70691,21.996819,0.00313568115234375,54.25,54.25
120.73697,21.996681,0.001667022705078125,60.13,60.14
120.76706,21.996521,0.000804901123046875,35.36,35.36
120.79712,21.996353,0.00060272216796875,37.87,37.87
120.82721,21.996185,0.00052642822265625,36.34,36.34
120.8573,21.99601,0.000392913818359375,36.31,36.31
120.88739,21.995827,0.0003204345703125,37.83,37.83
120.91745,21.995636,0.000286102294921875,42.81,42.81
120.94754,21.995445,0.000263214111328125,53.93,53.93
120.9776,21.995247,0.000247955322265625,53.88,53.88
121.00769,21.995049,0.000225067138671875,53.73,53.73
121.03778,21.994827,0.00019073486328125,53.55,53.55
121.06787,21.994614,0.000179290771484375,53.33,53.33
121.09793,21.994392,0.00018310546875,53.16,53.16
121.12802,21.994156,0.0001983642578125,53.06,53.06
121.15808,21.993904,0.000164031982421875,52.94,52.94
121.18817,21.993675,0.000156402587890625,52.84,52.84
121.21826,21.993416,0.0001373291015625,52.87,52.87
121.24832,21.993164,0.000133514404296875,52.81,52.81
121.27841,21.992905,0.00011444091796875,52.69,52.69
121.30847,21.992622,0.000110626220703125,52.49,52.49
121.33856,21.992363,9.918212890625e-05,40.49,40.49
121.36865,21.992073,9.918212890625e-05,40.29,40.29
121.39871,21.991776,9.5367431640625e-05,51.47,51.47
121.4288,21.991493,8.7738037109375e-05,51.95,51.95
121.45886,21.991196,8.392333984375e-05,51.76,51.76
121.48895,21.990898,8.0108642578125e-05,51.46,51.46
121.51904,21.990562,6.4849853515625e-05,50.07,50.07
121.5491,21.99025,5.7220458984375e-05,50.61,50.61
121.57919,21.989922,4.9591064453125e-05,42.89,42.89
121.60925,21.989586,4.1961669921875e-05,43.08,43.08
121.63934,21.98925,3.4332275390625e-05,50.18,50.18
121.66943,21.988907,3.0517578125e-05,43.43,43.43
121.69949,21.988556,2.288818359375e-05,39.91,39.91
121.72955,21.988213,1.9073486328125e-05,50.2,50.2
121.75964,21.987846,1.9073486328125e-05,49.97,49.97
121.789734,21.987465,1.52587890625e-05,49.76,49.76
121.81979,21.987106,1.52587890625e-05,49.59,49.59
121.84985,21.986725,1.1444091796875e-05,49.07,49.07
121.879944,21.98632,1.1444091796875e-05,42.71,42.71
121.910034,21.985931,7.62939453125e-06,39.79,39.79
121.940094,21.985542,7.62939453125e-06,47.22,47.22
121.97015,21.98513,7.62939453125e-06,46.33,46.33
122.000244,21.98471,7.62939453125e-06,39.94,39.94
122.030334,21.984291,3.814697265625e-06,42.55,42.55
119.29294,22.024727,0.004726409912109375,53.72,53.73
119.32303,22.024864,0.004932403564453125,54.47,54.47
119.35312,22.025002,0.005138397216796875,55.39,55.39
119.38318,22.025131,0.0052642822265625,55.67,55.68
119.41327,22.02526,0.005367279052734375,56.24,56.25
119.44336,22.025383,0.005420684814453125,54.2,54.21
119.47345,22.025497,0.005558013916015625,54.55,54.55
119.50354,22.025597,0.005680084228515625,54.98,54.99
119.53363,22.025696,0.00586700439453125,55.61,55.61
119.56372,22.025795,0.006076812744140625,56.46,56.46
119.59381,22.025879,0.0062255859375,57.39,57.4
119.6239,22.025948,0.00628662109375,58.29,58.29
119.65399,22.026031,0.00626373291015625,59.11,59.12
119.68408,22.0261,0.00628662109375,59.78,59.79
119.71417,22.026176,0.00655364990234375,50.6,50.61
119.74426,22.026237,0.007648468017578125,51.44,51.44
119.77435,22.02626,0.008670806884765625,52.45,52.46
119.80441,22.026314,0.009815216064453125,53.62,53.63
119.8345,22.026344,0.0109710693359375,54.89,54.9
119.86459,22.02639,0.012126922607421875,56.17,56.18
119.894684,22.026398,0.0131683349609375,57.33,57.34
119.924774,22.026428,0.011310577392578125,60.79,60.8
119.954865,22.026436,0.011096954345703125,54.34,54.35
119.984955,22.026436,0.01187896728515625,72.4,72.42
120.015045,22.026436,0.012481689453125,72.56,72.57
120.045135,22.026436,0.01322174072265625,72.02,72.03
120.075226,22.026428,0.01306915283203125,71.14,71.15
120.105286,22.026398,0.01314544677734375,70.47,70.48
120.135376,22.02639,0.01358795166015625,60.58,60.59
120.16547,22.026344,0.0137481689453125,68.8,68.81
120.19556,22.026314,0.01320648193359375,68.63,68.64
120.22565,22.02626,0.01385498046875,58.71,58.72
120.25574,22.026237,0.01372528076171875,65.9,65.91
120.28583,22.026176,0.01357269287109375,61.2,61.21
120.31592,22.0261,0.0152740478515625,63.4,63.41
120.34601,22.026031,0.01739501953125,66.5,66.52
120.3761,22.025948,0.01859283447265625,69.04,69.06
120.40619,22.025879,0.018096923828125,66.96,66.98
120.43628,22.025795,0.016998291015625,64.77,64.79
120.46637,22.025696,0.01572418212890625,63.11,63.12
120.49646,22.025597,0.0132904052734375,59.21,59.22
120.52655,22.025497,0.013362884521484375,61.14,61.15
120.55661,22.025383,0.012935638427734375,50.74,50.76
120.5867,22.02526,0.0125274658203125,49.92,49.93
120.61679,22.025131,0.00949859619140625,48.0,48.01
120.64688,22.025002,0.006626129150390625,56.71,56.71
120.67697,22.024864,0.00724029541015625,72.63,72.63
120.70706,22.024727,0.004306793212890625,47.69,47.7
120.73715,22.024559,0.002445220947265625,50.23,50.23
120.76721,22.024406,0.001678466796875,61.37,61.37
120.7973,22.024246,0.0010833740234375,36.29,36.29
120.82739,22.02407,0.0005950927734375,36.9,36.9
120.85748,22.023895,0.00045013427734375,36.86,36.86
120.88757,22.023712,0.00037384033203125,37.4,37.41
120.91766,22.02353,0.000316619873046875,37.92,37.92
120.947754,22.02333,0.000263214111328125,53.93,53.94
120.977844,22.023132,0.000255584716796875,53.94,53.94
121.007935,22.022934,0.00023651123046875,53.83,53.83
121.038025,22.022728,0.000194549560546875,53.67,53.67
121.068085,22.022491,0.00017547607421875,53.47,53.47
121.098175,22.02227,0.0001678466796875,53.27,53.27
121.128265,22.022041,0.000148773193359375,53.17,53.17
121.158356,22.021805,0.000148773193359375,52.96,52.96
121.188446,22.021568,0.000141143798828125,52.66,52.66
121.218506,22.021301,0.000141143798828125,52.89,52.89
121.2486,22.02105,0.00012969970703125,52.85,52.85
121.27869,22.02079,0.0001220703125,52.77,52.77
121.30878,22.020508,0.000110626220703125,52.59,52.59
121.33887,22.020248,0.0001068115234375,52.42,52.42
121.36896,22.01995,9.1552734375e-05,51.65,51.65
121.39905,22.019676,8.392333984375e-05,40.28,40.28
121.42914,22.019371,9.1552734375e-05,52.0,52.0
121.4592,22.019066,8.392333984375e-05,51.22,51.22
121.48929,22.018776,8.392333984375e-05,51.61,51.61
121.51938,22.018463,7.2479248046875e-05,51.09,51.09
121.54944,22.018143,5.7220458984375e-05,49.4,49.4
121.57953,22.017815,4.57763671875e-05,50.07,50.07
121.60962,22.017471,4.57763671875e-05,50.45,50.45
121.63971,22.017136,4.1961669921875e-05,43.04,43.04
121.6698,22.016792,3.0517578125e-05,54.43,54.43
121.69989,22.016457,2.6702880859375e-05,43.09,43.09
121.72995,22.01609,1.9073486328125e-05,43.12,43.12
121.76004,22.015717,1.9073486328125e-05,49.48,49.48
121.79013,22.015366,1.52587890625e-05,49.87,49.87
121.82019,22.014992,1.1444091796875e-05,49.11,49.11
121.85028,22.01461,1.1444091796875e-05,49.45,49.45
121.88037,22.014214,1.1444091796875e-05,44.86,44.86
121.91046,22.013817,7.62939453125e-06,32.75,32.75
121.94055,22.013428,7.62939453125e-06,42.03,42.03
121.97061,22.013008,7.62939453125e-06,35.08,35.08
122.0007,22.012589,7.62939453125e-06,43.32,43.32
122.03076,22.012184,7.62939453125e-06,37.54,37.54
119.292786,22.052605,0.004528045654296875,52.87,52.87
119.322876,22.05275,0.0047454833984375,53.5,53.5
119.35297,22.052895,0.0049896240234375,54.45,54.46
119.38306,22.053032,0.005199432373046875,55.08,55.09
119.41315,22.053146,0.00534820556640625,55.64,55.64
119.44324,22.053268,0.005435943603515625,56.11,56.11
119.47333,22.053383,0.00550079345703125,56.52,56.53
119.50342,22.053505,0.0055999755859375,57.02,57.03
119.53354,22.053581,0.00574493408203125,55.0,55.01
119.56363,22.05368,0.005931854248046875,55.64,55.65
119.59372,22.053757,0.0061798095703125,56.5,56.51
119.62381,22.05384,0.00634002685546875,55.62,55.62
119.6539,22.053925,0.0063629150390625,58.35,58.36
119.68399,22.054,0.00634765625,59.22,59.23
119.71411,22.054062,0.00634765625,59.92,59.93
119.7442,22.054123,0.00710296630859375,51.05,51.06
119.77429,22.054161,0.008098602294921875,51.96,51.97
119.80438,22.054214,0.00919342041015625,53.06,53.07
119.83447,22.054245,0.010257720947265625,54.28,54.29
119.86456,22.054276,0.011440277099609375,55.58,55.59
119.89465,22.054283,0.012546539306640625,56.81,56.82
119.92474,22.054321,0.013763427734375,57.97,57.98
119.954865,22.054337,0.01383209228515625,63.39,63.4
119.984955,22.054337,0.011280059814453125,54.68,54.69
120.015045,22.054337,0.01177215576171875,72.52,72.54
120.045135,22.054337,0.01226806640625,72.34,72.35
120.075226,22.054321,0.01293182373046875,71.63,71.64
120.105316,22.054283,0.01324462890625,70.86,70.88
120.13544,22.054276,0.0131378173828125,70.41,70.43
120.16553,22.054245,0.0140533447265625,60.24,60.26
120.19562,22.054214,0.01434326171875,71.17,71.19
120.22571,22.054161,0.0140533447265625,67.37,67.38
120.2558,22.054123,0.014404296875,70.13,70.14
120.28589,22.054062,0.014312744140625,66.24,66.26
120.31598,22.054,0.01377105712890625,65.18,65.19
120.34607,22.053925,0.01503753662109375,63.63,63.65
120.37616,22.05384,0.01690673828125,66.6,66.62
120.40628,22.053757,0.01831817626953125,70.02,70.04
120.43637,22.05368,0.01751708984375,65.19,65.21
120.46646,22.053581,0.01616668701171875,63.31,63.33
120.49655,22.053505,0.0146636962890625,61.23,61.25
120.52664,22.053383,0.01305389404296875,60.66,60.67
120.55676,22.053268,0.012115478515625,67.78,67.79
120.58685,22.053146,0.01222991943359375,49.93,49.94
120.61694,22.053032,0.011440277099609375,49.22,49.23
120.64703,22.052895,0.007190704345703125,46.28,46.28
120.677124,22.05275,0.00791168212890625,74.07,74.08
